Datetime,Load(MWh)
2020-06-19 06:00:00+00:00,162.53753500000002
2020-06-19 07:00:00+00:00,183.63818500000002
2020-06-19 08:00:00+00:00,195.693792
2020-06-19 09:00:00+00:00,201.033893
2020-06-19 10:00:00+00:00,196.477015
2020-06-19 11:00:00+00:00,186.887158
2020-06-19 12:00:00+00:00,178.145755
2020-06-19 13:00:00+00:00,172.46442000000005
2020-06-19 14:00:00+00:00,171.79566699999995
2020-06-19 15:00:00+00:00,174.91856399999998
2020-06-19 16:00:00+00:00,176.11492199999995
2020-06-19 17:00:00+00:00,173.87367899999995
2020-06-19 18:00:00+00:00,170.24891100000005
2020-06-19 19:00:00+00:00,166.048112
2020-06-19 20:00:00+00:00,166.411134
2020-06-19 21:00:00+00:00,160.812521
2020-06-19 22:00:00+00:00,148.737212
2020-06-19 23:00:00+00:00,136.68825
2020-06-20 00:00:00+00:00,129.019327
2020-06-20 01:00:00+00:00,118.884733
2020-06-20 02:00:00+00:00,114.440075
2020-06-20 03:00:00+00:00,113.22036399999999
2020-06-20 04:00:00+00:00,115.747541
2020-06-20 05:00:00+00:00,123.930834
2020-06-20 06:00:00+00:00,139.49276999999998
2020-06-20 07:00:00+00:00,157.11220699999996
2020-06-20 08:00:00+00:00,173.04829100000003
2020-06-20 09:00:00+00:00,182.263277
2020-06-20 10:00:00+00:00,185.91366600000003
2020-06-20 11:00:00+00:00,183.021631
2020-06-20 12:00:00+00:00,180.41601100000003
2020-06-20 13:00:00+00:00,178.51434
2020-06-20 14:00:00+00:00,182.128581
2020-06-20 15:00:00+00:00,192.561715
2020-06-20 16:00:00+00:00,199.94527800000003
2020-06-20 17:00:00+00:00,198.526264
2020-06-20 18:00:00+00:00,193.949059
2020-06-20 19:00:00+00:00,185.566144
2020-06-20 20:00:00+00:00,178.41149800000005
2020-06-20 21:00:00+00:00,166.064399
2020-06-20 22:00:00+00:00,149.200884
2020-06-20 23:00:00+00:00,135.74608700000002
2020-06-21 00:00:00+00:00,128.53728700000002
2020-06-21 01:00:00+00:00,119.02041000000001
2020-06-21 02:00:00+00:00,115.41089300000002
2020-06-21 03:00:00+00:00,114.918775
2020-06-21 04:00:00+00:00,117.26762
2020-06-21 05:00:00+00:00,126.31139499999999
2020-06-21 06:00:00+00:00,144.01068300000003
2020-06-21 07:00:00+00:00,164.134545
2020-06-21 08:00:00+00:00,180.249365
2020-06-21 09:00:00+00:00,191.06698
2020-06-21 10:00:00+00:00,193.904699
2020-06-21 11:00:00+00:00,191.779139
2020-06-21 12:00:00+00:00,190.046132
2020-06-21 13:00:00+00:00,188.363999
2020-06-21 14:00:00+00:00,195.33397
2020-06-21 15:00:00+00:00,214.138869
2020-06-21 16:00:00+00:00,224.57556499999998
2020-06-21 17:00:00+00:00,225.203629
2020-06-21 18:00:00+00:00,220.940673
2020-06-21 19:00:00+00:00,209.488987
2020-06-21 20:00:00+00:00,195.801722
2020-06-21 21:00:00+00:00,174.27488600000004
2020-06-21 22:00:00+00:00,150.355659
2020-06-21 23:00:00+00:00,135.925575
2020-06-22 00:00:00+00:00,129.844683
2020-06-22 01:00:00+00:00,122.07654800000002
2020-06-22 02:00:00+00:00,119.644244
2020-06-22 03:00:00+00:00,122.51558500000002
2020-06-22 04:00:00+00:00,137.201064
2020-06-22 05:00:00+00:00,162.697605
2020-06-22 06:00:00+00:00,185.42101
2020-06-22 07:00:00+00:00,197.65026799999998
2020-06-22 08:00:00+00:00,206.310141
2020-06-22 09:00:00+00:00,214.94507
2020-06-22 10:00:00+00:00,221.29185
2020-06-22 11:00:00+00:00,216.088637
2020-06-22 12:00:00+00:00,212.614759
2020-06-22 13:00:00+00:00,210.389257
2020-06-22 14:00:00+00:00,216.58473700000002
2020-06-22 15:00:00+00:00,236.2261
2020-06-22 16:00:00+00:00,240.17970099999997
2020-06-22 17:00:00+00:00,237.195777
2020-06-22 18:00:00+00:00,229.334209
2020-06-22 19:00:00+00:00,214.658392
2020-06-22 20:00:00+00:00,199.251003
2020-06-22 21:00:00+00:00,174.631493
2020-06-22 22:00:00+00:00,149.63345199999995
